Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Mary Harvey,female,174-87-4122,8/8/2015,6133408904,A.Z.,00097-8402,m.Harvey@nezuhi.co,Diners Club United States & Canada,5495xxxxxxxx4152,10/20,female,KUIZ,1,$71.38,2,$1313.24,6,$4614.139999999999
Eugene McKinney,male,397-38-8469,2/9/2016,(569) 444-7222,Pennsylvania,32991,e.McKinney@fem.com,Diners Club United States & Canada,5401xxxxxxxx1659,03/21,male,WFYY,4,$2064.56,8,$4995.780000000001,14,$13371.060000000001
Kenneth Miles,male,239-84-9431,17/5/2016,7776434883,NE,19286,k.milesiles@sikrub.com,Mastercard,5120xxxxxxxx0745,02/25,male,KXSK,2,$608.7,5,$3449.6400000000003,9,$8453.92
Arthur Glover,male,647-61-6956,2/11/2010,(771) 322-7221,Indiana,91984,a.gloverlover@es.co,Mastercard,5163xxxxxxxx6472,05/26,male,WIFQ,4,$2567.3900000000003,5,$4144.5199999999995,10,$10542.78
Doctor Lawrence Logan,male,320-10-6623,Fri Jul 21 2006 15:37:09 GMT-0400 (Eastern Daylight Time),(483) 517-4472,Oklahoma,61722-3326,l.Logan@oso.nz,Mastercard,5174xxxxxxxx0812,12/23,male,KYNL,5,$2957.77,6,$6710.009999999999,16,$15770.359999999997
Millie Simmons,female,123-78-0760,5/9/2007,(260) 921-7158,I.L.,60676,m.simmonsimmons@sokuril.ca,American Express,3443xxxxxxx8105,10/20,female,WOOF,5,$2381.49,10,$6476.19,14,$11860.61
Corey Abbott,male,732-53-5013,Mon Dec 25 2006 19:35:33 GMT-0500 (Eastern Standard Time),(840) 575-8768,M.E.,22849-0736,c.Abbott@nubci.nz,Discover Card,6011xxxxxxxx1170,10/19,male,WENQ,3,$1267.75,7,$4138.6,13,$11873.090000000002
Mr. Jacob Drake,male,825-17-9242,20/3/2010,(324) 461-6638,UT,63831,j.drakerake@zitir.gov,Mastercard,5183xxxxxxxx2455,03/27,male,KBLN,5,$3149.3,9,$6611.670000000001,11,$12175.11
Gilbert Floyd,male,373-50-1361,Fri Jul 10 2015 03:20:15 GMT-0400 (Eastern Daylight Time),8504067059,AZ,79338-9245,g.Floyd@nuveru.org,Discover Card,6011xxxxxxxx5420,04/27,male,KRVS,5,$2733.32,8,$7456.220000000001,16,$16572.499999999996
Steve Mullins,male,951-64-9757,Wed Dec 02 2015 03:20:15 GMT-0500 (Eastern Standard Time),7768148475,South Carolina,15114,s.mullinsullins@bemana.gov,Mastercard,5184xxxxxxxx0500,03/25,male,WPRB,0,$0,5,$2744.7999999999997,7,$5822.780000000001
Mr. Ralph Schneider,male,937-74-9038,Wed Sep 23 2015 04:20:40 GMT-0400 (Eastern Daylight Time),(430) 752-2295,NE,05042,r.schneiderchneider@senihfag.edu,American Express,3465xxxxxxx5573,09/26,male,KUUC,4,$2315.42,5,$5330,14,$12661.349999999999
Eula Wade,female,421-36-2295,Tue May 05 2009 18:45:28 GMT-0400 (Eastern Daylight Time),(251) 428-8394,NM,04737,e.wadeade@wujkevi.edu,Mastercard,5117xxxxxxxx9924,05/21,female,KPSE,5,$2933.9,9,$6803.34,16,$14249.779999999999
Dr. Ora George,female,133-06-3841,4/24/2009,7175076781,N.V.,07614,o.georgeeorge@bulu.com,Visa,4496xxxxxxxx8802,07/25,female,KXQA,2,$899.73,4,$2757.01,13,$9904.900000000001
Amelia Ryan,female,652-96-6193,Mon Aug 04 2008 15:34:04 GMT-0400 (Eastern Daylight Time),4373577848,Texas,58922,a.ryanyan@we.edu,Diners Club United States & Canada,5476xxxxxxxx1748,10/20,female,KAGP,5,$2987.4700000000003,6,$5205.93,10,$9371.949999999999
Dr. Austin Rowe,male,133-45-2677,Wed Sep 24 2008 01:26:46 GMT-0400 (Eastern Daylight Time),6379228338,Utah,47869,a.roweowe@vapufa.au,Discover Card,6011xxxxxxxx4001,01/26,male,KNOI,2,$309.22,4,$2574.4300000000003,5,$4733.29
Alan Houston,male,268-81-8800,25/2/2009,(964) 816-3680,GA,66485,a.houstonouston@juniom.net,Visa,4275xxxxxxxx1867,09/27,male,WUKE,4,$1888.32,6,$5366.480000000001,10,$11009.240000000002
Virginia Frazier,female,895-10-0751,18/2/2011,9626898888,Massachusetts,47017-5034,v.frazierrazier@wuk.info,Discover Card,6011xxxxxxxx7309,02/17,female,WDRL,2,$804.46,4,$2260.91,13,$8485.66
Dr. Frederick French,male,025-40-5955,Wed Aug 02 2017 07:37:31 GMT-0400 (Eastern Daylight Time),4596943900,I.A.,37713-1648,f.frenchrench@daczutkek.com,Mastercard,5196xxxxxxxx4621,12/20,male,KOBO,2,$978.99,6,$3358.36,8,$7832.91
Mr. Eddie Carter,male,751-39-3185,6/9/2011,(833) 740-9036,D.E.,00523-6584,e.carterarter@pezojo.net,Discover Card,6011xxxxxxxx9694,11/22,male,WSOQ,0,$0,2,$1280.47,7,$4724.91
Edgar Reed,male,533-47-4374,Fri Feb 09 2007 13:52:06 GMT-0500 (Eastern Standard Time),8109253178,NY,02364,e.Reed@got.info,Discover Card,6011xxxxxxxx4010,10/23,male,WPPR,3,$1997.7599999999998,6,$5436.54,16,$12302.630000000003
Jeanette Sutton,female,958-46-4903,Wed Mar 25 2015 21:56:49 GMT-0400 (Eastern Daylight Time),(951) 893-3038,W.V.,07984-1480,j.suttonutton@cacdaki.net,Diners Club United States & Canada,5420xxxxxxxx6700,02/17,female,WLZR,2,$1305.1599999999999,5,$3804.07,13,$11002.310000000003
Beulah Boone,female,953-97-2461,10/8/2014,(352) 714-6003,New York,22640-3013,b.booneoone@kocojcil.de,Mastercard,5176xxxxxxxx8384,09/27,female,WEED,3,$1799.7900000000002,7,$5299.23,17,$14129.960000000001
Mr. Gary Vasquez,male,608-07-7041,Fri Jan 31 2014 23:08:28 GMT-0500 (Eastern Standard Time),2287604794,NH,45730-4394,g.vasquezasquez@jogmeh.net,Diners Club United States & Canada,5477xxxxxxxx4778,02/26,male,WCFD,5,$3178.5899999999997,10,$7759.74,12,$14422.840000000004
Douglas Bryant,male,391-40-6636,6/18/2009,(710) 454-2468,Iowa,02505,d.bryantryant@furpe.org,Mastercard,5109xxxxxxxx8632,03/20,male,KNIF,5,$1826.9499999999998,6,$6198.99,11,$11176.709999999997
Dr. Josephine Marsh,female,121-14-4957,21/7/2016,(861) 612-8344,Florida,50187-9397,j.Marsh@peznicjo.de,Mastercard,5116xxxxxxxx3611,11/22,female,WKAP,3,$1183.53,6,$2533.84,12,$9433.55
Willie Mills,female,139-45-8410,19/4/2014,7734464887,W.Y.,99490-5013,w.millsills@ilis.edu,Diners Club United States & Canada,5403xxxxxxxx3730,08/25,female,KWSX,3,$1802.9099999999999,4,$2843.1499999999996,7,$6918.14
Mrs. Josie Miles,female,386-30-4850,Tue Mar 15 2016 04:43:39 GMT-0400 (Eastern Daylight Time),9156559273,Vermont,89008-1748,j.milesiles@bupu.edu,American Express,3429xxxxxxx7996,09/24,female,WMZW,0,$0,1,$976.01,3,$3196.9800000000005
Marion Ortiz,female,261-99-5327,Fri Jul 20 2012 15:39:49 GMT-0400 (Eastern Daylight Time),(911) 626-2484,California,53523-8877,m.ortizrtiz@abupunih.de,Mastercard,5133xxxxxxxx0457,06/27,female,KPWA,3,$1425.62,5,$4862.3099999999995,14,$12835.309999999998
Hulda Cox,female,845-00-2937,Fri May 06 2005 06:37:39 GMT-0400 (Eastern Daylight Time),(587) 810-8510,Texas,55249,h.coxox@ka.gov,Visa,4509xxxxxxxx9320,01/20,female,KWPZ,0,$0,4,$1924.21,6,$5174.660000000001
Mrs. Lora Martin,female,506-59-2303,3/6/2007,(538) 408-9559,RI,13604,l.martinartin@zikci.gov,Visa,4626xxxxxxxx3218,08/21,female,WPDP,1,$477.2,5,$3134.0899999999997,6,$7079.2699999999995
Mister Chris Obrien,male,806-35-9185,Sat Oct 01 2016 02:52:10 GMT-0400 (Eastern Daylight Time),3184456917,G.A.,26636,c.obrienbrien@gon.nz,Discover Card,6011xxxxxxxx5845,11/21,male,WVBG,0,$0,2,$1917.35,11,$6227.2
Mister Noah Carroll,male,187-90-8522,Thu Jan 12 2017 06:52:27 GMT-0500 (Eastern Standard Time),3552728440,A.Z.,51813,n.carrollarroll@eruevuhev.com,American Express,3412xxxxxxx8675,06/25,male,KUGB,5,$2895.5299999999997,7,$7318.48,10,$12574.470000000001
Angel Lee,male,978-62-8786,5/11/2007,(656) 506-9150,Utah,36108,a.leeee@hu.info,American Express,3421xxxxxxx7109,03/24,male,KUKF,5,$2088.56,8,$6348.94,16,$15424.039999999999
Miss Daisy Mitchell,female,602-17-5659,6/28/2008,6026938876,New Mexico,78518,d.mitchellitchell@fe.au,Visa,4915xxxxxxxx1495,02/23,female,KBVK,1,$708.63,4,$2880.2599999999998,7,$6212.4
Misses Bettie Baldwin,female,589-34-3094,Fri Mar 30 2012 20:27:15 GMT-0400 (Eastern Daylight Time),(309) 775-5902,VT,59534-7486,b.Baldwin@tevpefko.com,American Express,3461xxxxxxx0811,03/26,female,WMJV,0,$0,5,$2951.3300000000004,14,$9139.699999999999
Gene Nguyen,male,067-46-6687,12/19/2011,2327752571,Kansas,41105-2914,g.nguyenguyen@for.de,Discover Card,6011xxxxxxxx5049,10/21,male,KLKK,2,$591.4499999999999,4,$2954.07,13,$11354.930000000002
Jeffrey Curry,male,700-26-0604,Mon Nov 23 2009 04:57:16 GMT-0500 (Eastern Standard Time),2422936603,NE,29447-9585,j.curryurry@sirgipub.org,American Express,3461xxxxxxx0994,09/19,male,KAEV,3,$2504.5299999999997,7,$6623.159999999999,13,$13944.719999999998
Mr. Martin Abbott,male,524-02-2674,2/19/2008,8309033758,Oregon,51549,m.abbottbbott@cuamula.co,American Express,3427xxxxxxx4702,07/26,male,KNLG,3,$1501.6,6,$5401.4800000000005,16,$13118.460000000001
Doctor Christina Berry,female,518-77-0111,Wed Mar 26 2014 21:06:56 GMT-0400 (Eastern Daylight Time),(722) 864-1869,OK,42575,c.berryerry@jajzifip.de,Visa,4308xxxxxxxx2496,01/25,female,KGOR,1,$225.34,4,$1674.1000000000001,7,$3977.1100000000006
Francisco Edwards,male,497-99-7039,22/10/2016,(361) 444-2431,California,80155-6474,f.edwardsdwards@du.net,Visa,4208xxxxxxxx7498,07/26,male,KHVI,2,$1890.83,6,$6095.740000000001,14,$15298.000000000004
Miss Georgia Scott,female,939-62-8401,Fri Aug 19 2016 14:59:23 GMT-0400 (Eastern Daylight Time),(738) 755-3340,O.H.,79565-3649,g.Scott@fuulisi.org,Diners Club United States & Canada,5418xxxxxxxx6415,06/24,female,WIXZ,2,$1680.79,3,$4069.91,13,$10180.05
Mister Wayne Alexander,male,847-69-2820,Sat Feb 28 2015 05:30:55 GMT-0500 (Eastern Standard Time),8438986054,New Mexico,97804-5804,w.Alexander@geuk.gov,Discover Card,6011xxxxxxxx7549,07/17,male,KJYJ,5,$1985.23,7,$4232.61,15,$11073.210000000001
Miss Caroline Maxwell,female,782-37-1236,Thu Aug 03 2006 19:03:43 GMT-0400 (Eastern Daylight Time),(346) 798-1861,G.A.,64219,c.maxwellaxwell@eluso.edu,Diners Club United States & Canada,5403xxxxxxxx5216,03/23,female,WPTO,3,$2132.05,7,$5954.850000000001,11,$10900.110000000004
Doctor Stanley McDonald,male,497-15-0513,12/28/2008,2814319710,MA,77005,s.mcdonaldcDonald@futi.com,Visa,4701xxxxxxxx6919,07/26,male,WFKV,3,$1471.08,6,$4528.17,16,$12731.759999999998
Mister Floyd Marsh,male,350-99-6149,28/1/2012,(259) 696-2505,D.C.,99264-8248,f.marsharsh@gec.com,Visa,4046xxxxxxxx9286,11/21,male,KBPT,1,$776.98,4,$2407.15,6,$5117.53
Cordelia White,female,441-55-1766,Mon Jul 26 2010 23:17:11 GMT-0400 (Eastern Daylight Time),6235791671,Montana,76589-2456,c.White@va.org,Diners Club United States & Canada,5484xxxxxxxx3176,07/17,female,KTQE,0,$0,5,$4113.24,11,$10207.849999999999
Mister Ivan Fitzgerald,male,585-43-1451,11/7/2011,3524381644,Maryland,86290-3380,i.fitzgeralditzgerald@pom.gov,Mastercard,5143xxxxxxxx3581,11/18,male,WETR,3,$2143.0299999999997,7,$3739.3099999999995,11,$9383.96
Phillip Todd,male,292-34-8550,Tue Apr 06 2010 15:52:12 GMT-0400 (Eastern Daylight Time),4852499886,PA,40569-7378,p.Todd@kolarom.net,American Express,3461xxxxxxx1073,10/18,male,WEPJ,3,$904.81,8,$3765.97,12,$10746.689999999999
Dr. Eugene Watson,male,414-06-7634,Fri Sep 03 2010 11:00:08 GMT-0400 (Eastern Daylight Time),7729928138,Illinois,13110,e.Watson@hikvulazo.gov,Visa,4227xxxxxxxx8502,12/18,male,WKEA,3,$1099.58,5,$3577.95,10,$8547.470000000001
Leroy Webb,male,352-40-5779,Thu Dec 08 2011 05:30:39 GMT-0500 (Eastern Standard Time),4857051535,O.H.,97329-0634,l.webbebb@bijekod.net,Visa,4376xxxxxxxx0206,10/21,male,WVKP,1,$692.03,6,$4816.76,10,$9321.920000000002
Miss Elsie Wolfe,female,345-33-6635,Thu Oct 19 2006 22:47:41 GMT-0400 (Eastern Daylight Time),7227468168,Illinois,63239-1941,e.wolfeolfe@viasoof.co,Diners Club United States & Canada,5401xxxxxxxx4134,05/17,female,WAZU,2,$1357.42,7,$4853.070000000001,16,$13800.809999999998
Mister Lewis Ramsey,male,257-21-8145,Tue Apr 14 2009 07:13:17 GMT-0400 (Eastern Daylight Time),(857) 428-8498,C.A.,68693-2581,l.ramseyamsey@hazzozi.ca,Diners Club United States & Canada,5420xxxxxxxx5167,01/21,male,KHBK,2,$1603.44,3,$3300.7599999999998,8,$6679.97
Miss Jean Pierce,female,318-45-8422,Sun Nov 07 2004 16:48:09 GMT-0500 (Eastern Standard Time),3707331060,V.T.,62588,j.Pierce@edugul.edu,American Express,3416xxxxxxx4741,04/20,female,WJIE,5,$3575.53,8,$8180.910000000001,11,$13339.78
Misses Eula Pierce,female,946-78-6342,Sat Feb 11 2006 04:27:33 GMT-0500 (Eastern Standard Time),(842) 419-8464,AL,03618-3668,e.pierceierce@omoejidu.com,Diners Club United States & Canada,5400xxxxxxxx0373,06/27,female,WZLV,5,$2591.5499999999997,10,$7896.709999999998,17,$17023.62
Vera Henry,female,768-46-7336,12/2/2009,(555) 761-8072,M.O.,44305-9071,v.henryenry@mamuh.net,Visa,4168xxxxxxxx3095,12/26,female,KJXN,5,$2966.6800000000003,6,$6504.7,10,$12251.32
Bryan Olson,male,004-02-7237,19/11/2006,8003101607,AR,39825-4370,b.Olson@ladapuhov.info,Visa,4225xxxxxxxx1189,05/20,male,KBJC,2,$1865.92,3,$3835.5000000000005,7,$7019.780000000002
Abbie Estrada,female,989-77-0312,26/8/2017,(743) 753-1889,North Carolina,64147,a.estradastrada@facmileb.nz,American Express,3485xxxxxxx5463,12/24,female,WDMS,1,$601.23,6,$3544.9800000000005,12,$9069.92
Dale Greer,male,048-96-1707,2/25/2009,9883834882,Maryland,04618-1045,d.greerreer@zozojtun.de,Visa,4397xxxxxxxx6503,02/24,male,WRHH,2,$661.3399999999999,5,$3277.21,15,$9032.04
Alexander Nelson,male,141-68-1318,Thu Sep 04 2014 12:24:09 GMT-0400 (Eastern Daylight Time),3575446813,MO,21540-4830,a.nelsonelson@gazpi.edu,American Express,3427xxxxxxx3094,07/26,male,KNRG,3,$919.01,5,$3176.46,7,$7711.410000000001
Doctor Thomas Salazar,male,281-63-7697,9/1/2005,9167863477,Delaware,59921-2006,t.Salazar@ari.com,Diners Club United States & Canada,5436xxxxxxxx6686,02/18,male,WVKA,4,$2138.48,7,$5625.58,10,$11550.639999999998
Doctor Francis Wade,female,479-62-0775,Mon Mar 05 2012 10:11:51 GMT-0500 (Eastern Standard Time),8404373154,Maryland,93938-0129,f.wadeade@abzu.org,Visa,4806xxxxxxxx6364,05/20,female,WRPV,5,$2405.2599999999998,10,$6550.700000000001,18,$14393.040000000005
Dr. Mayme Pena,female,923-90-9020,Fri Sep 18 2015 18:49:08 GMT-0400 (Eastern Daylight Time),5529427840,MT,81577,m.penaena@rahom.ca,Discover Card,6011xxxxxxxx4296,04/19,female,KNHQ,0,$0,2,$948.34,9,$4388.09
Trevor Hughes,male,062-92-5647,22/4/2015,4262704745,District of Columbia,08011-2443,t.hughesughes@getnuc.de,Visa,4429xxxxxxxx2142,02/23,male,KKSI,3,$1506.24,4,$4054.05,11,$9118.890000000001
Willie Obrien,male,639-16-0018,7/31/2007,6607901798,N.D.,57440-9900,w.obrienbrien@mukmek.com,Visa,4535xxxxxxxx7454,11/21,male,KNLE,4,$2162.96,6,$6671.539999999999,13,$12435.27
Doctor Dustin Evans,male,775-05-0409,Wed Apr 11 2007 03:19:06 GMT-0400 (Eastern Daylight Time),6213526934,Alaska,22029,d.evansvans@haul.com,American Express,3482xxxxxxx5316,07/19,male,KLZX,2,$1065.32,3,$2503.88,4,$4615.78
Doctor Chester Rodriquez,male,546-71-4189,6/8/2017,(851) 417-2206,Minnesota,96554,c.rodriquezodriquez@ge.edu,Mastercard,5199xxxxxxxx7778,01/27,male,WMBF,5,$2687.99,6,$5903.479999999999,7,$9361.3
Leona Wright,female,029-62-5915,7/29/2007,(287) 606-2604,M.O.,60221-6363,l.wrightright@bedvesot.org,Discover Card,6011xxxxxxxx8537,12/26,female,KDCI,0,$0,4,$1593.3199999999997,8,$6700.42
Mrs. May Ramos,female,891-96-5496,Wed Jun 08 2005 22:07:38 GMT-0400 (Eastern Daylight Time),(555) 995-2129,Texas,24374,m.Ramos@bu.gov,Discover Card,6011xxxxxxxx7146,07/26,female,KIWL,4,$1986.16,5,$4603.15,13,$10325.729999999998
Mister Dennis Murray,male,222-93-0864,Tue Aug 13 2013 23:57:20 GMT-0400 (Eastern Daylight Time),(738) 580-8678,Pennsylvania,88064,d.murrayurray@sigawsog.nz,Visa,4831xxxxxxxx3101,11/27,male,WJTG,1,$765.53,6,$3789.1,12,$10706.130000000001
Dominic Flowers,male,929-27-2258,Wed Apr 23 2014 00:00:24 GMT-0400 (Eastern Daylight Time),4347961744,Alaska,58989-7111,d.flowerslowers@pikgauru.gov,Visa,4412xxxxxxxx1636,01/27,male,KWBU,5,$2339.6300000000006,10,$7582.960000000002,18,$16555.460000000003
Mister Fred Burton,male,634-97-7315,24/5/2007,(723) 666-7338,OH,81306,f.burtonurton@fufvenav.ca,Mastercard,5188xxxxxxxx0028,04/19,male,WKWN,1,$552.19,3,$1489.77,9,$6734.039999999999
Miss Isabelle Fisher,female,063-15-7895,6/3/2015,2616001856,Minnesota,60555-6391,i.Fisher@al.com,Mastercard,5121xxxxxxxx6713,02/20,female,KOIE,3,$1217.04,8,$5062.01,17,$13321.6
Danny Garner,male,067-47-8643,13/3/2010,(752) 992-8538,Arkansas,23048,d.Garner@civfovme.net,American Express,3421xxxxxxx5121,04/26,male,KPBB,3,$574.99,5,$2556.04,15,$11325.48
Mr. Martin Young,male,988-78-6510,7/5/2009,3253498779,UT,19422-0196,m.youngoung@uvdu.org,Diners Club United States & Canada,5402xxxxxxxx8587,03/22,male,KUKJ,1,$786.11,5,$2984.97,15,$8595.62
Rena Cole,female,964-65-1038,5/2/2017,(830) 596-3494,MS,05744,r.coleole@kugzeha.gov,Visa,4362xxxxxxxx9365,02/23,female,WCOL,4,$1878.7,8,$5792.290000000001,16,$13926.030000000002
Mr. Walter Fernandez,male,559-58-0098,Sat Dec 20 2008 12:09:20 GMT-0500 (Eastern Standard Time),(589) 301-6014,Wisconsin,38235,w.fernandezernandez@jazlo.net,Discover Card,6011xxxxxxxx1842,04/18,male,WVGF,4,$2525.01,7,$7039.16,17,$14940.46
Lela Norman,female,624-38-1440,4/8/2006,(223) 288-4404,U.T.,59789-1484,l.Norman@litib.net,Mastercard,5110xxxxxxxx0058,02/20,female,KJTE,1,$877.64,2,$1439.1599999999999,4,$3475.27
Dr. Austin Ferguson,male,481-38-2981,25/8/2012,(849) 916-1906,Kentucky,92247-6217,a.fergusonerguson@aja.de,Diners Club United States & Canada,5461xxxxxxxx4232,10/21,male,WKBT,2,$1325.06,3,$2913.46,11,$8565.04
Dr. Brandon Richardson,male,765-06-1916,Sat May 28 2005 05:42:02 GMT-0400 (Eastern Daylight Time),2449059871,M.T.,58570,b.Richardson@zamof.org,American Express,3461xxxxxxx5034,05/24,male,KBBP,2,$1217.22,3,$2612.42,6,$6181.6
Alice Romero,female,138-34-7212,Sun Feb 19 2006 05:12:13 GMT-0500 (Eastern Standard Time),7578132750,I.L.,86352,a.Romero@finduoti.gov,Mastercard,5197xxxxxxxx8979,12/23,female,WSEV,5,$2344.73,10,$8274.97,14,$17301.43
Roy Hawkins,male,310-06-3761,8/27/2012,(911) 987-2096,M.I.,92719,r.hawkinsawkins@cik.edu,Diners Club United States & Canada,5427xxxxxxxx8649,05/21,male,WDHL,5,$3432.54,10,$8486.960000000001,12,$15275.880000000003
Mister Clayton Glover,male,285-67-9322,8/7/2016,2587473959,Tennessee,07197-7927,c.gloverlover@be.gov,Mastercard,5139xxxxxxxx5123,06/20,male,WFKG,4,$3016.01,5,$5824.0599999999995,12,$12508.67
Miss Rose Harris,female,633-56-3011,Mon Nov 28 2011 15:32:38 GMT-0500 (Eastern Standard Time),6086225766,SD,56487-4385,r.harrisarris@wolpoca.edu,Discover Card,6011xxxxxxxx2799,06/23,female,KLLK,3,$1180.98,6,$3346.13,14,$9456.23
Alan Norton,male,406-46-9873,5/25/2005,4386637706,South Carolina,83453-7105,a.Norton@cob.nz,Visa,4208xxxxxxxx5774,10/25,male,WHRN,4,$1026.04,7,$3857.34,10,$8486.369999999999
Dr. Ricardo Bishop,male,706-38-6706,Mon Jun 14 2010 06:57:42 GMT-0400 (Eastern Daylight Time),2773645934,M.I.,02319,r.bishopishop@esuup.co,Visa,4541xxxxxxxx2882,07/23,male,WCZA,0,$0,5,$1631.91,15,$9164.130000000001
Doctor Jordan Jones,male,061-01-9854,3/28/2005,5233139757,I.A.,88778,j.jonesones@zofe.net,Diners Club United States & Canada,5498xxxxxxxx5941,12/24,male,KBAX,0,$0,3,$1421.5,11,$6987.37
Harold Tyler,male,207-15-8344,6/3/2014,2764897757,Connecticut,55971,h.tyleryler@nupukbin.org,Visa,4674xxxxxxxx7352,04/22,male,WOCY,4,$2006.4099999999999,5,$4563.45,11,$8664.23
Dr. Myrtie Blake,female,186-82-8679,28/6/2011,2573606438,S.C.,74371-0595,m.Blake@geted.de,Visa,4356xxxxxxxx3226,04/26,female,WATU,2,$971.04,4,$2924.07,6,$5119.28
Ronnie Moran,male,215-97-0966,Thu Oct 09 2008 12:39:32 GMT-0400 (Eastern Daylight Time),3293566182,Vermont,02713,r.moranoran@dekinda.info,American Express,3480xxxxxxx2031,03/26,male,WGHZ,1,$311.98,4,$1853.8,8,$5292.28
Edgar Miller,male,807-80-4126,28/12/2005,(371) 933-5030,Washington,08830,e.milleriller@gilonug.net,Mastercard,5138xxxxxxxx3417,12/18,male,KQRT,1,$563.1,5,$3238.1800000000003,11,$9741.960000000001
Leah Johnston,female,776-64-6114,29/1/2013,4888926890,IA,02203-4663,l.johnstonohnston@buruc.nz,Discover Card,6011xxxxxxxx9361,09/19,female,KZSV,0,$0,4,$3201.92,8,$7778.999999999999
Mrs. Ann Wilson,female,659-77-2821,3/30/2013,2186128127,South Dakota,89898,a.wilsonilson@anobum.de,Discover Card,6011xxxxxxxx7225,08/23,female,KJIL,0,$0,1,$930.62,9,$6669.099999999999
Dr. Janie Richards,female,423-88-0961,5/9/2010,8765314620,Utah,03219-2665,j.richardsichards@caivegi.net,Diners Club United States & Canada,5488xxxxxxxx3251,12/23,female,KIKV,2,$978.55,5,$3744.5,12,$9476.420000000002
Evelyn Cummings,female,650-37-4503,11/2/2013,9774036861,N.C.,63423,e.cummingsummings@nog.co,Visa,4769xxxxxxxx6714,07/25,female,WELS,0,$0,1,$703.47,4,$3021.7999999999997
Mrs. Emily Ray,female,200-75-5060,11/8/2016,(707) 627-6182,California,34940,e.rayay@gulcafos.gov,Mastercard,5126xxxxxxxx5680,11/25,female,KTXL,3,$1209.4099999999999,5,$4331.03,6,$7983.570000000001
Dominic Powers,male,799-90-0086,Thu Dec 01 2005 20:30:00 GMT-0500 (Eastern Standard Time),9886534275,North Dakota,51770,d.Powers@le.nz,Discover Card,6011xxxxxxxx5150,09/20,male,KDQL,1,$900.28,5,$3265.7,8,$7380.34
Hannah Rodriquez,female,122-67-0261,Fri Mar 18 2005 07:25:43 GMT-0400 (Eastern Daylight Time),(389) 590-8069,O.H.,06800,h.rodriquezodriquez@iva.de,Discover Card,6011xxxxxxxx4109,08/26,female,WTFO,0,$0,4,$2204.82,9,$7427.25
Doctor Adrian Hale,male,119-73-0529,Sat Oct 09 2004 17:44:23 GMT-0400 (Eastern Daylight Time),7824555549,KS,11255-1435,a.haleale@gauduewu.gov,Diners Club United States & Canada,5471xxxxxxxx9825,06/23,male,KUXE,5,$1637.8000000000002,9,$4214.51,11,$10860.189999999999
Dr. Carl Boyd,male,274-91-4414,8/28/2006,6704211024,M.E.,50050-9025,c.Boyd@fagzecwij.com,Visa,4378xxxxxxxx7917,02/18,male,WSVQ,5,$2102.1,10,$6311.719999999999,11,$10267.06
Steve Parsons,male,503-34-9947,Fri May 13 2005 01:42:40 GMT-0400 (Eastern Daylight Time),(921) 522-3383,Rhode Island,32821,s.parsonsarsons@zizzo.net,Discover Card,6011xxxxxxxx8481,07/26,male,WSPP,5,$3128.34,6,$6483.6,7,$11553.28
Mrs. Rebecca Stephens,female,694-89-4617,20/4/2010,(325) 227-4742,I.L.,91920-2063,r.stephenstephens@ti.org,American Express,3421xxxxxxx3056,11/24,female,WXCX,4,$2003.6999999999998,6,$4043.8199999999997,7,$7690.989999999999
Steve Green,male,835-06-1146,29/1/2017,(471) 287-8018,New Hampshire,10940,s.greenreen@zohceszok.nz,Visa,4417xxxxxxxx1443,01/23,male,WTTS,2,$901.79,5,$3530.04,10,$8276.69
Mrs. Ida Walker,female,698-17-8774,3/24/2012,7379075508,MT,17626-9461,i.walkeralker@imuibuon.co,Diners Club United States & Canada,5446xxxxxxxx8081,08/18,female,KJEE,0,$0,3,$1542.37,6,$3866.2599999999993
Susie Alvarez,female,454-51-4891,Sat Mar 20 2010 17:04:59 GMT-0400 (Eastern Daylight Time),9289297663,DC,73000,s.alvarezlvarez@fiowibu.gov,Visa,4002xxxxxxxx2168,03/24,female,WSMS,5,$3444.29,6,$5615.289999999999,12,$11224.499999999998
